0.000000;0.835198
0.001250;1.675345
0.002500;1.675345
0.003750;1.677265
0.005000;1.676896
0.006250;1.676822
0.007500;1.676896
0.008750;1.676896
0.010000;1.676896
0.011250;1.676896
0.012500;1.676896
0.013750;1.676822
0.015000;1.676822
0.016250;1.676822
0.017500;1.676748
0.018750;1.676822
0.020000;1.676896
0.021250;1.676896
0.022500;1.676970
0.023750;1.677043
0.025000;1.677043
0.026250;1.676970
0.027500;1.676970
0.028750;1.676896
0.030000;1.676822
0.031250;1.676822
0.032500;1.676896
0.033750;1.676896
0.035000;1.676896
0.036250;1.676822
0.037500;1.625864
0.038750;0.170747
0.040000;-0.914368
0.041250;-0.914368
0.042500;0.290610
0.043750;1.424172
0.045000;1.671726
0.046250;1.671726
0.047500;1.671726
0.048750;1.671726
0.050000;1.671578
0.051250;1.671505
0.052500;1.671505
0.053750;1.671505
0.055000;1.668255
0.056250;0.294745
0.057500;-0.882316
0.058750;0.110779
0.060000;0.110779
0.061250;1.291164
0.062500;1.671652
0.063750;1.671578
0.065000;1.671505
0.066250;1.671505
0.067500;1.671505
0.068750;1.671578
0.070000;1.671505
0.071250;0.680256
0.072500;-0.616964
0.073750;-0.616964
0.075000;-0.578339
0.076250;0.717847
0.077500;1.670618
0.078750;1.671652
0.080000;1.671652
0.081250;1.671578
0.082500;1.671578
0.083750;1.671578
0.085000;1.671431
0.086250;1.671431
0.087500;1.671431
0.088750;1.277575
0.090000;-0.051254
0.091250;-0.675012
0.092500;-0.675012
0.093750;0.648425
0.095000;1.666335
0.096250;1.671800
0.097500;1.671726
0.098750;1.671726
0.100000;1.671652
0.101250;1.671726
0.102500;1.671800
0.103750;1.463757
0.105000;0.112921
0.106250;0.112921
0.107500;-0.725232
0.108750;0.592224
0.110000;1.638419
0.111250;1.671800
0.112500;1.671800
0.113750;1.671726
0.115000;1.671505
0.116250;1.671578
0.117500;1.671652
0.118750;1.671652
0.120000;1.671652
0.121250;1.647281
0.122500;0.245043
0.123750;-0.860604
