0.000000;1.518999
0.001250;1.681992
0.002500;1.681992
0.003750;1.681327
0.005000;1.681327
0.006250;1.681327
0.007500;1.681253
0.008750;1.681253
0.010000;1.681179
0.011250;1.681179
0.012500;1.681327
0.013750;1.681253
0.015000;1.681253
0.016250;1.681179
0.017500;1.681253
0.018750;1.681327
0.020000;1.680810
0.021250;0.958384
0.022500;0.958384
0.023750;0.229534
0.025000;0.613124
0.026250;1.013035
0.027500;0.882833
0.028750;0.882833
0.030000;0.736236
0.031250;0.781360
0.032500;0.836306
0.033750;0.816440
0.035000;0.816440
0.036250;0.797460
0.037500;0.810532
0.038750;0.815258
0.040000;0.808981
0.041250;0.808981
0.042500;0.805879
0.043750;0.809941
0.045000;0.815037
0.046250;0.807356
0.047500;0.807356
0.048750;0.801374
0.050000;0.806100
0.051250;0.810310
0.052500;0.809645
0.053750;0.809645
0.055000;0.806174
0.056250;0.806617
0.057500;0.812895
0.058750;0.812230
0.060000;0.806174
0.061250;0.806174
0.062500;0.808168
0.063750;0.811787
0.065000;0.811713
0.066250;0.808021
0.067500;0.808021
0.068750;0.805288
0.070000;0.807947
0.071250;0.810384
0.072500;0.807799
0.073750;0.807799
0.075000;0.806396
0.076250;0.808390
0.077500;0.808021
0.078750;0.810384
0.080000;0.810384
0.081250;0.811861
0.082500;0.808390
0.083750;0.808464
0.085000;0.810015
0.086250;0.810015
0.087500;0.806839
0.088750;0.809128
0.090000;0.811418
0.091250;0.808833
0.092500;0.808833
0.093750;0.806396
0.095000;0.805731
0.096250;0.810605
0.097500;0.812304
0.098750;0.810605
0.100000;0.810605
0.101250;0.808685
0.102500;0.807873
0.103750;0.811122
0.105000;0.811049
0.106250;0.811049
0.107500;0.805510
0.108750;0.806617
0.110000;0.809202
0.111250;0.808464
0.112500;0.808464
0.113750;0.809719
0.115000;0.807208
0.116250;0.806913
0.117500;0.812378
0.118750;0.812378
0.120000;0.813633
0.121250;0.809572
0.122500;0.806027
0.123750;0.809128
