0.000000;0.835494
0.001250;1.676453
0.002500;1.677043
0.003750;1.677043
0.005000;1.676157
0.006250;1.676157
0.007500;1.676083
0.008750;1.676083
0.010000;1.676083
0.011250;1.676231
0.012500;1.676231
0.013750;1.676083
0.015000;1.676231
0.016250;1.676231
0.017500;1.676231
0.018750;1.676305
0.020000;1.676305
0.021250;1.635391
0.022500;1.635391
0.023750;0.581589
0.025000;-0.070012
0.026250;0.675972
0.027500;0.927809
0.028750;0.927809
0.030000;0.663639
0.031250;0.576345
0.032500;0.668661
0.033750;0.701082
0.035000;0.670729
0.036250;0.670729
0.037500;0.657657
0.038750;0.666076
0.040000;0.676785
0.041250;0.676563
0.042500;0.676563
0.043750;0.666888
0.045000;0.663417
0.046250;0.669473
0.047500;0.671763
0.048750;0.671763
0.050000;0.670138
0.051250;0.666593
0.052500;0.668144
0.053750;0.674865
0.055000;0.674865
0.056250;0.671615
0.057500;0.668882
0.058750;0.669990
0.060000;0.673683
0.061250;0.673683
0.062500;0.673831
0.063750;0.664525
0.065000;0.666371
0.066250;0.671615
0.067500;0.671615
0.068750;0.670950
0.070000;0.669326
0.071250;0.667627
0.072500;0.669104
0.073750;0.672501
0.075000;0.672501
0.076250;0.671541
0.077500;0.670359
0.078750;0.669990
0.080000;0.672427
0.081250;0.672427
0.082500;0.673387
0.083750;0.667332
0.085000;0.666224
0.086250;0.669769
0.087500;0.669769
0.088750;0.671172
0.090000;0.668292
0.091250;0.665854
0.092500;0.671615
0.093750;0.671615
0.095000;0.675455
0.096250;0.671320
0.097500;0.669769
0.098750;0.668956
0.100000;0.668956
0.101250;0.671689
0.102500;0.672649
0.103750;0.668144
0.105000;0.667479
0.106250;0.669547
0.107500;0.669547
0.108750;0.669769
0.110000;0.667922
0.111250;0.666150
0.112500;0.670507
0.113750;0.670507
0.115000;0.675308
0.116250;0.671172
0.117500;0.669399
0.118750;0.669990
0.120000;0.669990
0.121250;0.671320
0.122500;0.673831
0.123750;0.667922
